Name,Team,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,AVG,BB%,K%,OBP,SLG,OPS,wOBA,wRC+,EV,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Jesse Winker","WSN",315,261,67,46,12,0,9,40,38,43,1,73,7,0.25670498,0.136507936,0.231746031,0.373801916,0.406130268,0.779932184,0.34792929047193283,125.86115889296204,88.63828951719577,0.08333333,0.359375,"Jesse Winker",13590,608385
"Esteury Ruiz","OAK",65,55,11,6,2,1,2,10,8,4,0,20,2,0.2,0.061538461,0.307692307,0.269841269,0.381818181,0.65165945,0.2822081588563465,86.12252732793159,87.74286053631756,0.1025641,0.35897436,"Esteury Ruiz",21780,665923
"Justyn-Henry Malloy","DET",77,67,13,7,2,0,4,8,8,7,0,29,2,0.19402985,0.09090909,0.376623376,0.285714285,0.402985074,0.688699359,0.3021981507152706,94.96431335476437,88.83825996594551,0.12820513,0.35897436,"Justyn-Henry Malloy",29606,669234
"Harrison Bader","NYM",253,233,63,43,14,0,6,33,31,13,1,52,4,0.270386266,0.051383399,0.205533596,0.316205533,0.407725321,0.723930854,0.3147790462724746,108.25315646259752,87.215576171875,0.07608696,0.35869565,"Harrison Bader",18030,664056
"Zack Gelof","OAK",260,238,48,29,8,2,9,28,23,17,0,93,2,0.201680672,0.065384615,0.357692307,0.259689922,0.365546218,0.62523614,0.27428409272386123,80.69244998865884,89.37301296657986,0.08783784,0.35810811,"Zack Gelof",29766,680869
"George Springer","TOR",324,285,61,41,11,0,9,36,28,34,0,59,2,0.214035087,0.104938271,0.182098765,0.300309597,0.347368421,0.647678018,0.29016677458588924,88.38138565692877,87.21030381944445,0.07860262,0.3580786,"George Springer",12856,543807
"Ceddanne Rafaela","BOS",304,287,70,46,13,2,9,40,44,10,0,79,2,0.243902439,0.032894736,0.259868421,0.271523178,0.397212543,0.668735721,0.2890459314876834,80.1451432573587,86.68562163576556,0.06103286,0.35680751,"Ceddanne Rafaela",24262,678882
"Gavin Sheets","CHW",285,247,58,33,17,1,7,22,28,33,1,55,3,0.234817813,0.115789473,0.192982456,0.329824561,0.396761133,0.726585694,0.3204937545766293,106.80211721500925,89.22926839192708,0.06701031,0.3556701,"Gavin Sheets",19901,657757
"Connor Wong","BOS",236,213,69,54,7,1,7,26,31,14,0,46,7,0.323943661,0.059322033,0.194915254,0.381355932,0.464788732,0.846144664,0.37054087549953135,135.99069544550633,87.27609159317484,0.04733728,0.35502959,"Connor Wong",19896,657136
"Christian Vázquez","MIN",167,155,28,21,5,0,2,10,11,5,0,37,1,0.180645161,0.029940119,0.221556886,0.207317073,0.251612903,0.458929976,0.20253594437750375,28.229610163604384,89.34169921875,0.03225806,0.35483871,"Christian Vazquez",9774,543877
"Corbin Carroll","ARI",353,309,65,44,13,6,2,47,23,37,0,61,4,0.210355987,0.104815864,0.172804532,0.301136363,0.310679611,0.611815974,0.27717068418860435,77.7349037396982,87.66592111895162,0.03984064,0.35458167,"Corbin Carroll",25878,682998
"Jeimer Candelario","CIN",300,276,67,34,17,2,14,30,40,19,0,72,3,0.242753623,0.063333333,0.24,0.296666666,0.471014492,0.767681158,0.32995232462882995,108.80101801299165,86.77596897754854,0.08252427,0.35436893,"Jeimer Candelario",13621,600869
"Ha-Seong Kim","SDP",344,292,66,43,10,3,10,45,38,47,4,53,1,0.226027397,0.136627906,0.154069767,0.333333333,0.383561643,0.716894976,0.31537966915136256,109.33291727972197,87.87980385638298,0.04938272,0.35390947,"Ha-Seong Kim",27506,673490
"Curtis Mead","TBR",94,87,19,16,2,0,1,7,5,4,0,23,2,0.218390804,0.042553191,0.244680851,0.268817204,0.275862068,0.544679272,0.2469633651036088,61.90926833703144,89.31683349609375,0.03076923,0.35384615,"Curtis Mead",23986,678554
"Max Schuemann","OAK",211,181,41,31,7,0,3,26,15,22,0,56,3,0.226519337,0.104265402,0.265402843,0.315789473,0.314917127,0.6307066,0.2863821803667899,88.9828340490704,89.8767593625992,0.07692308,0.35384615,"Max Schuemann",24488,680474
"Aaron Hicks","LAA",63,57,8,7,0,0,1,6,5,6,0,23,0,0.140350877,0.095238095,0.365079365,0.222222222,0.192982456,0.415204678,0.19700194256646292,21.272617938886857,87.46702621922348,0.05882353,0.35294118,"Aaron Hicks",5297,543305
"Eugenio Suárez","ARI",318,278,55,37,10,2,6,29,32,28,0,93,7,0.197841726,0.088050314,0.29245283,0.283018867,0.31294964,0.595968507,0.26851803195551505,71.8300393899911,87.49435649671052,0.07368421,0.35263158,"Eugenio Suarez",12552,553993
"Alex Bregman","HOU",353,323,80,52,17,2,9,38,37,26,0,47,2,0.247678018,0.07365439,0.133144475,0.305949008,0.396284829,0.702233837,0.3079593671279994,100.03935479906805,88.06746712005396,0.04676259,0.35251799,"Alex Bregman",17678,608324
"Gleyber Torres","NYY",345,305,69,47,14,0,8,40,33,31,0,81,3,0.226229508,0.089855072,0.234782608,0.299418604,0.350819672,0.650238276,0.28897130402714705,88.21823990813267,88.23292508187772,0.06086957,0.35217391,"Gleyber Torres",16997,650402
"Corey Julks","CHW",111,100,24,15,6,0,3,11,7,11,0,29,0,0.24,0.099099099,0.261261261,0.315315315,0.39,0.705315315,0.31220382022428084,101.12132355199267,89.27039090008803,0.05633803,0.35211268,"Corey Julks",20311,667452
"Brandon Drury","LAA",126,114,20,15,4,0,1,12,6,9,0,24,2,0.175438596,0.071428571,0.19047619,0.246031746,0.236842105,0.482873851,0.22270804028662425,38.888081562939234,87.06468098958334,0.03296703,0.35164835,"Brandon Drury",11615,592273
"Bo Naylor","CLE",198,179,37,23,9,1,4,22,18,16,1,67,1,0.20670391,0.08080808,0.338383838,0.272727272,0.33519553,0.607922802,0.26740225045209004,73.48275471487968,88.53519081858407,0.06140351,0.35087719,"Bo Naylor",21865,666310
"Blaze Alexander","ARI",175,158,41,31,7,0,3,19,21,13,0,45,3,0.25949367,0.074285714,0.257142857,0.327586206,0.360759493,0.688345699,0.3082440574278777,98.94043112285732,88.61377825055804,0.03508772,0.35087719,"Blaze Alexander",23789,677942
"Tom Murphy","SFG",38,34,4,2,1,0,1,3,2,4,0,14,0,0.117647058,0.105263157,0.368421052,0.210526315,0.235294117,0.445820432,0.20692959584687887,33.83446897521012,87.43568115234375,0.1,0.35,"Tom Murphy",13499,608596
"Colt Keith","DET",267,249,57,44,9,0,4,22,24,15,1,47,2,0.228915662,0.056179775,0.176029962,0.277153558,0.313253012,0.59040657,0.2620491600574407,67.45165498963533,87.58618765394088,0.06403941,0.34975369,"Colt Keith",27899,690993
"Michael Massey","KCR",129,120,34,20,7,0,7,19,24,3,1,22,1,0.283333333,0.023255813,0.170542635,0.299212598,0.516666666,0.815879264,0.3421564083250742,118.51171406463716,88.353017578125,0.06796117,0.34951456,"Michael Massey",27684,686681
"Sean Murphy","ATL",96,87,19,12,3,0,4,7,9,7,0,24,2,0.218390804,0.072916666,0.25,0.291666666,0.390804597,0.682471263,0.3016551124552886,93.24130861139997,86.77902560763889,0.0952381,0.34920635,"Sean Murphy",19352,669221
"Cody Bellinger","CHC",313,285,77,53,14,1,9,35,35,24,4,54,2,0.270175438,0.076677316,0.172523961,0.329073482,0.421052631,0.750126113,0.3238261426922573,110.78195271068468,88.15231021995709,0.06437768,0.34763948,"Cody Bellinger",15998,641355
"Marcus Semien","TEX",379,346,81,53,16,1,11,52,45,31,1,53,1,0.234104046,0.081794195,0.139841688,0.298153034,0.38150289,0.679655924,0.2986943594047001,90.46848751113437,87.3160183005137,0.06462585,0.34693878,"Marcus Semien",12533,543760
"Elias Díaz","COL",230,212,65,47,13,0,5,21,28,13,2,41,3,0.306603773,0.056521739,0.178260869,0.352173913,0.438679245,0.790853158,0.34265316186244027,107.48685012793426,87.57672828851744,0.03468208,0.34682081,"Elias Diaz",11680,553869
"Josh Smith","TEX",300,258,75,49,18,1,7,40,33,27,0,55,13,0.290697674,0.09,0.183333333,0.38590604,0.449612403,0.835518443,0.3698646036170473,139.23889450504578,87.15662896455224,0.02926829,0.34634146,"Josh Smith",26396,669701
"Pedro Pagés","STL",77,68,13,9,1,1,2,9,9,7,0,18,0,0.19117647,0.09090909,0.233766233,0.259740259,0.323529411,0.58326967,0.2571696112682293,66.68556261505088,87.89424402573529,0.03846154,0.34615385,"Pedro Pages",25782,686780
"Hunter Renfroe","KCR",222,200,42,23,11,0,8,25,28,21,0,41,1,0.21,0.094594594,0.184684684,0.288288288,0.385,0.673288288,0.2973519759672182,87.8088490484073,88.00344269185126,0.0754717,0.34591195,"Hunter Renfroe",15464,592669
"Davis Schneider","TOR",273,234,50,25,15,0,10,32,35,31,0,73,4,0.213675213,0.113553113,0.267399267,0.311355311,0.405982905,0.717338216,0.31516842986201193,105.51412022644755,88.90833925189393,0.13939394,0.34545455,"Davis Schneider",23565,676914
"Dominic Smith","BOS",170,150,32,21,8,0,3,14,22,17,0,34,3,0.213333333,0.1,0.2,0.305882352,0.326666666,0.632549018,0.2870898320394404,78.80469870406002,87.77456825657895,0.07758621,0.34482759,"Dominic Smith",15653,642086
"Yoán Moncada","CHW",44,39,11,7,3,1,0,4,0,5,0,10,0,0.282051282,0.113636363,0.227272727,0.363636363,0.41025641,0.773892773,0.341831929304383,121.42440041070464,90.23158842941811,0,0.34482759,"Yoan Moncada",17232,660162
"David Hamilton","BOS",177,165,44,29,9,1,5,28,15,11,0,43,1,0.266666666,0.062146892,0.242937853,0.31638418,0.424242424,0.740626604,0.32369139268573394,103.88643095168351,88.17836037660257,0.04918033,0.3442623,"David Hamilton",27531,666152
"Ben Rice","NYY",44,37,10,7,3,0,0,4,4,6,0,6,0,0.27027027,0.136363636,0.136363636,0.363636363,0.351351351,0.714987714,0.32115683636882086,110.27382688821507,89.90239715576172,0.09375,0.34375,"Ben Rice",29576,700250
"Edward Olivares","PIT",189,167,39,30,4,0,5,22,23,16,0,37,2,0.233532934,0.084656084,0.195767195,0.301587301,0.347305389,0.64889269,0.28807400458704224,83.99075793762324,86.6019633278918,0.06716418,0.34328358,"Edward Olivares",19698,658668
"Brandon Crawford","STL",61,53,9,5,3,0,1,4,3,7,0,18,1,0.16981132,0.114754098,0.295081967,0.278688524,0.283018867,0.561707391,0.2596623653271159,68.38670281789153,89.56941266741072,0.05714286,0.34285714,"Brandon Crawford",5343,543063
"Kyren Paris","LAA",59,51,6,3,2,0,1,4,5,7,0,17,0,0.117647058,0.118644067,0.288135593,0.224137931,0.215686274,0.439824205,0.20834411115481935,29.044997876171568,87.8385368795956,0.05714286,0.34285714,"Kyren Paris",26420,677347
"Luis Rengifo","LAA",266,248,79,60,12,1,6,36,25,13,0,36,4,0.318548387,0.04887218,0.135338345,0.36226415,0.447580645,0.809844795,0.3552689286897767,129.72728761662037,87.35637160966981,0.02816901,0.342723,"Luis Rengifo",19858,650859
"Miguel Andujar","OAK",139,132,39,31,6,0,2,14,14,6,0,19,0,0.295454545,0.043165467,0.136690647,0.323741007,0.386363636,0.710104643,0.3115239490708001,106.21158330814116,86.36400938870614,0.04385965,0.34210526,"Miguel Andujar",15878,609280
"Seth Brown","OAK",195,180,34,23,6,0,5,13,15,15,0,66,0,0.188888888,0.076923076,0.338461538,0.251282051,0.305555555,0.556837606,0.24941179844049308,63.648361851867605,87.57950774336283,0.07894737,0.34210526,"Seth Brown",18171,664913
"Sean Bouchard","COL",102,85,17,9,7,0,1,14,8,12,0,29,2,0.2,0.117647058,0.284313725,0.306930693,0.317647058,0.624577751,0.2832379748325537,66.93990448942964,89.52167800377156,0.05084746,0.33898305,"Sean Bouchard",21270,656248
"Cedric Mullins","BAL",261,242,53,33,8,3,9,38,29,14,0,56,2,0.219008264,0.053639846,0.214559386,0.265384615,0.388429752,0.653814367,0.2839809420017096,85.03277235075544,87.33230802974599,0.05291005,0.33862434,"Cedric Mullins",17929,656775
"Harold Ramírez","- - -",192,187,50,44,4,1,1,22,19,3,0,37,1,0.267379679,0.015625,0.192708333,0.28125,0.315508021,0.596758021,0.2628841698169708,72.21548949677567,86.51085023622255,0.03311258,0.33774834,"Harold Ramirez",14387,623912
"Martín Maldonado","CHW",130,120,10,7,2,0,1,5,5,7,0,46,0,0.083333333,0.053846153,0.353846153,0.133858267,0.125,0.258858267,0.12304011339277733,-28.50575687678059,87.95717641469595,0.06493506,0.33766234,"Martin Maldonado",6887,455117
"Thairo Estrada","SFG",311,295,68,44,14,1,9,40,39,10,0,60,4,0.230508474,0.03215434,0.192926045,0.263665594,0.376271186,0.63993678,0.27854291380793333,82.70583428622439,86.51869658119658,0.05485232,0.33755274,"Thairo Estrada",16426,642731
"Jake Cave","COL",160,146,36,28,5,3,0,20,15,12,1,41,0,0.246575342,0.075,0.25625,0.3,0.321917808,0.621917808,0.2736384748662793,60.38887902360777,86.95094866071429,0.02803738,0.3364486,"Jake Cave",14477,595909
"Ehire Adrianza","LAA",28,26,5,3,1,0,1,4,2,2,0,11,0,0.192307692,0.071428571,0.392857142,0.25,0.346153846,0.596153846,0.26309884233134134,66.56644456888787,88.38733723958333,0.06666667,0.33333333,"Ehire Adrianza",8418,501303
"Mike Ford","CIN",62,60,9,7,0,1,1,2,4,2,0,15,0,0.15,0.032258064,0.241935483,0.177419354,0.233333333,0.410752687,0.18141435327068453,7.433651334789356,86.38371310763888,0.02222222,0.33333333,"Mike Ford",15585,645801
"Austin Slater","SFG",104,82,17,15,1,0,1,12,9,16,0,28,3,0.207317073,0.153846153,0.269230769,0.346153846,0.25609756,0.602251406,0.2868755442591814,88.39230488106662,89.64235142299107,0.03508772,0.33333333,"Austin Slater",16153,596103
"Forrest Wall","ATL",25,23,6,6,0,0,0,3,1,2,0,5,0,0.260869565,0.08,0.2,0.32,0.260869565,0.580869565,0.26781179904937746,70.14547979231205,88.6639404296875,0,0.33333333,"Forrest Wall",16496,657088
"Miles Mastrobuoni","CHC",53,48,7,6,1,0,0,5,2,5,0,9,0,0.145833333,0.094339622,0.16981132,0.226415094,0.166666666,0.39308176,0.18925273193503325,18.94447742651852,88.9973080283717,0.05128205,0.33333333,"Miles Mastrobuoni",20017,670156
"Matthew Batten","SDP",3,3,1,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,1,1.333333333,0.5335832039515177,258.24243529943385,85.60946655273438,0,0.33333333,"Matthew Batten",20157,676946
"Leo Rivas","SEA",6,6,2,1,0,1,0,2,0,0,0,3,0,0.333333333,0,0.5,0.333333333,0.666666666,0.999999999,0.4143806000550588,176.343612028522,89.21577962239583,0,0.33333333,"Leo Rivas",21009,660844
"Freddy Fermin","KCR",161,149,43,30,9,0,4,22,19,11,1,30,0,0.288590604,0.068322981,0.186335403,0.335403726,0.429530201,0.764933927,0.3318661838769913,111.460193587985,88.80776872306035,0.05,0.33333333,"Freddy Fermin",21840,666023
"Luis Campusano","SDP",220,205,48,30,13,0,5,25,31,14,0,29,0,0.234146341,0.063636363,0.131818181,0.281818181,0.370731707,0.652549888,0.2862578901377591,89.45922421254086,86.99019553444602,0.03954802,0.33333333,"Luis Campusano",22217,669134
"Xavier Edwards","MIA",15,13,3,2,1,0,0,2,0,2,0,4,0,0.23076923,0.133333333,0.266666666,0.333333333,0.307692307,0.64102564,0.2943414847056071,89.22601826152248,90.69004313151042,0.11111111,0.33333333,"Xavier Edwards",22266,669364
"Jorge Barrosa","ARI",10,10,2,1,1,0,0,1,1,0,0,1,0,0.2,0,0.1,0.2,0.3,0.5,0.21474972367286682,35.136715982387265,85.0535888671875,0.11111111,0.33333333,"Jorge Barrosa",23968,678489
"Matt Wallner","MIN",33,25,2,0,1,0,1,1,4,3,0,17,4,0.08,0.09090909,0.515151515,0.272727272,0.24,0.512727272,0.2512384725339485,61.60369994100272,86.10401746961806,0.11111111,0.33333333,"Matt Wallner",26466,670242
"Jonatan Clase","SEA",35,34,6,5,1,0,0,3,3,1,0,13,0,0.176470588,0.028571428,0.371428571,0.2,0.205882352,0.405882352,0.1823051060949053,17.31062824418224,89.91426595052083,0,0.33333333,"Jonatan Clase",26599,682729
"Brett Baty","NYM",171,153,35,28,3,0,4,15,16,16,1,42,1,0.228758169,0.093567251,0.245614035,0.305882352,0.326797385,0.632679737,0.2836294921897572,86.9956406792964,86.61784446022727,0.05357143,0.33035714,"Brett Baty",26123,683146
"Anthony Rizzo","NYY",291,264,59,44,7,0,8,32,28,19,0,48,6,0.223484848,0.065292096,0.164948453,0.288659793,0.34090909,0.629568883,0.2810669465572973,82.80166820606372,86.33481758887615,0.0412844,0.33027523,"Anthony Rizzo",3473,519203
"Nick Martini","CIN",153,138,28,19,4,1,4,21,22,7,0,36,4,0.20289855,0.045751633,0.235294117,0.256578947,0.333333333,0.58991228,0.2596392815834598,60.81700455521387,87.33138950892857,0.06603774,0.33018868,"Nick Martini",12005,605361
"Andy Ibáñez","DET",126,118,35,26,6,1,2,19,19,4,0,32,2,0.296610169,0.031746031,0.253968253,0.325396825,0.415254237,0.740651062,0.32172735532124835,108.3469744295126,88.2856611772017,0.05681818,0.32954545,"Andy Ibanez",18819,628451
"Ryan Noda","OAK",100,86,11,7,3,0,1,7,2,12,0,32,1,0.127906976,0.12,0.32,0.242424242,0.197674418,0.44009866,0.21278484722580573,38.54923036151177,85.58057561910377,0.05454545,0.32727273,"Ryan Noda",23312,676116
"Ramón Urías","BAL",138,129,28,18,6,0,4,16,10,6,0,22,3,0.217054263,0.04347826,0.159420289,0.268115942,0.356589147,0.624705089,0.27600980841595196,79.57044137967819,86.61961521612149,0.07476636,0.3271028,"Ramon Urias",18795,602104
"Ben Rortvedt","TBR",175,152,40,29,8,0,3,20,23,21,0,48,2,0.263157894,0.12,0.274285714,0.36,0.375,0.735,0.3310360619000026,119.52126173699916,88.44911445691747,0.05769231,0.32692308,"Ben Rortvedt",20287,666163
"Zach McKinstry","DET",142,130,24,16,4,2,2,10,10,10,0,39,1,0.184615384,0.070422535,0.274647887,0.246478873,0.292307692,0.538786565,0.24072527129885177,52.83916145446699,87.03534941620879,0.02173913,0.32608696,"Zach McKinstry",19392,656716
"José Abreu","HOU",120,113,14,10,2,0,2,10,7,4,0,28,2,0.123893805,0.033333333,0.233333333,0.166666666,0.194690265,0.361356931,0.16433750291665394,1.6204601004265968,87.81733739098837,0.02325581,0.3255814,"Jose Abreu",15676,547989
"Connor Joe","PIT",281,250,62,38,16,1,7,38,28,25,1,57,5,0.248,0.088967971,0.202846975,0.327402135,0.404,0.731402135,0.3217942787068231,107.00262056060016,85.9500140947165,0.05670103,0.32474227,"Connor Joe",16572,656582
"Brice Turang","MIL",331,296,85,62,15,2,6,41,38,29,0,57,1,0.287162162,0.087613293,0.172205438,0.350609756,0.412162162,0.762771918,0.3359556645154953,117.85086255320093,88.38150206997864,0.03278689,0.32377049,"Brice Turang",22186,668930
"Evan Carter","TEX",162,144,27,14,6,2,5,23,15,15,0,43,2,0.1875,0.092592592,0.265432098,0.271604938,0.361111111,0.632716049,0.27970261264730384,77.45412695730586,85.98755361519608,0.05882353,0.32352941,"Evan Carter",27790,694497
"TJ Friedl","CIN",111,97,21,15,2,0,4,14,16,8,0,19,6,0.216494845,0.072072072,0.171171171,0.315315315,0.360824742,0.676140057,0.3057138151950664,92.25983429383861,86.03434244791667,0.03846154,0.32051282,"TJ Friedl",19522,670770
"Dominic Fletcher","CHW",84,75,13,9,4,0,0,4,6,6,0,26,2,0.173333333,0.071428571,0.309523809,0.253012048,0.226666666,0.479678714,0.2242019427828042,40.81680406427489,86.61776733398438,0.04,0.32,"Dominic Fletcher",26149,666150
"Justin Turner","TOR",285,241,60,40,15,0,5,31,27,37,0,46,5,0.248962655,0.129824561,0.161403508,0.357894736,0.373443983,0.731338719,0.32934077999048067,115.22592171701656,86.94455516581633,0.03553299,0.31979695,"Justin Turner",5235,457759
"Nick Gordon","MIA",216,207,48,30,9,1,8,22,29,7,0,49,0,0.231884057,0.032407407,0.226851851,0.254629629,0.400966183,0.655595812,0.28190114707858477,80.73630849701749,87.14533986863057,0.06875,0.31875,"Nick Gordon",16337,624503
"Oswaldo Cabrera","NYY",212,197,46,34,7,0,5,25,26,12,0,42,1,0.233502538,0.056603773,0.198113207,0.278301886,0.345177664,0.62347955,0.27494064085888414,78.60353139218311,87.55745546377389,0.03184713,0.31847134,"Oswaldo Cabrera",21707,665828
"Andrew Benintendi","CHW",252,234,45,33,6,0,6,17,22,16,1,47,0,0.192307692,0.063492063,0.186507936,0.242063492,0.294871794,0.536935286,0.23727789604331392,49.77728423974948,88.24296454973118,0.05291005,0.31746032,"Andrew Benintendi",17901,643217
"Pablo Reyes","BOS",64,60,11,9,2,0,0,4,5,3,0,19,1,0.183333333,0.046875,0.296875,0.234375,0.216666666,0.451041666,0.20764505583792925,24.364052732302678,87.9616044207317,0.04878049,0.31707317,"Pablo Reyes",16357,622569
"Jose Altuve","HOU",370,344,106,76,17,0,13,51,38,23,1,69,3,0.308139534,0.062162162,0.186486486,0.356756756,0.470930232,0.827686988,0.3603892978936999,135.96769943810745,86.58652052238806,0.07636364,0.31636364,"Jose Altuve",5417,514888
"Addison Barger","TOR",56,53,9,7,2,0,0,5,4,2,0,16,0,0.16981132,0.035714285,0.285714285,0.2,0.207547169,0.407547169,0.18372282656756314,15.439178919469223,86.81626108530405,0.07894737,0.31578947,"Addison Barger",24598,680718
"Wenceel Pérez","DET",252,231,60,41,11,5,3,31,18,19,0,52,0,0.259740259,0.075396825,0.206349206,0.314741035,0.389610389,0.704351424,0.3088463594714009,99.52009155119083,88.6297724664548,0.03867403,0.31491713,"Wenceel Perez",22857,672761
"Spencer Horwitz","TOR",78,63,19,13,3,0,3,11,7,12,1,9,3,0.301587301,0.153846153,0.115384615,0.435897435,0.492063492,0.927960927,0.4060377943051326,167.78362535764117,88.60117556014151,0.11111111,0.31481481,"Spencer Horwitz",26477,687462
"Luis Urías","SEA",91,79,12,5,4,0,3,8,12,7,0,31,5,0.151898734,0.076923076,0.34065934,0.263736263,0.316455696,0.580191959,0.2650906443595886,74.04057822625883,85.79648844401042,0.08333333,0.3125,"Luis Urias",16622,649966
"Jared Walsh","TEX",60,53,12,9,2,0,1,9,7,7,0,21,0,0.226415094,0.116666666,0.35,0.316666666,0.320754716,0.637421382,0.2899527062972387,84.4781472422651,84.21029663085938,0.09375,0.3125,"Jared Walsh",18607,665120
"Mickey Moniak","LAA",218,204,40,26,9,1,4,22,23,13,0,63,1,0.196078431,0.059633027,0.288990825,0.247706422,0.308823529,0.556529951,0.2474896984362821,55.870060019226656,86.60402849595324,0.07801418,0.31205674,"Mickey Moniak",19956,666160
"Richie Palacios","TBR",239,207,52,40,8,0,4,36,18,27,2,55,3,0.251207729,0.112970711,0.230125523,0.344537815,0.347826086,0.692363901,0.31027496921814096,105.29443209859465,87.09302874795752,0.04545455,0.31168831,"Richie Palacios",24589,680700
"Miguel Vargas","LAD",39,34,11,6,4,0,1,6,6,4,0,6,0,0.323529411,0.102564102,0.153846153,0.384615384,0.529411764,0.914027148,0.3895218036113641,157.04968014566316,87.93057987607759,0.06896552,0.31034483,"Miguel Vargas",20178,678246
"Adael Amador","COL",36,35,6,5,1,0,0,1,0,1,0,6,0,0.171428571,0.027777777,0.166666666,0.194444444,0.2,0.394444444,0.17724107537004682,-5.395986975397966,88.21267264229911,0.06896552,0.31034483,"Adael Amador",27962,691182
"José Azocar","SDP",79,73,16,14,2,0,0,13,2,5,0,19,0,0.219178082,0.063291139,0.240506329,0.269230769,0.246575342,0.515806111,0.23559781985405165,54.887068194533775,86.50410893278301,0.03636364,0.30909091,"Jose Azocar",18821,640492
"Ryan Jeffers","MIN",268,232,53,25,15,0,13,32,42,20,0,55,11,0.228448275,0.074626865,0.20522388,0.314606741,0.461206896,0.775813637,0.33593526917896915,119.6433665063393,85.66012927313535,0.0989011,0.30769231,"Ryan Jeffers",24618,680777
"Ozzie Albies","ATL",331,303,77,47,23,1,6,39,39,21,0,51,5,0.254125412,0.063444108,0.154078549,0.311178247,0.396039603,0.70721785,0.31047341020445807,99.25921509850517,88.37838129940711,0.0511811,0.30708661,"Ozzie Albies",16556,645277
"Xander Bogaerts","SDP",200,187,41,31,6,0,4,23,14,12,0,40,0,0.219251336,0.06,0.2,0.265,0.315508021,0.580508021,0.2579016235470772,70.10794287457283,86.19101034628379,0.06756757,0.30405405,"Xander Bogaerts",12161,593428
"Ildemaro Vargas","WSN",174,154,39,27,12,0,0,14,17,13,0,18,1,0.253246753,0.074712643,0.103448275,0.30994152,0.331168831,0.641110351,0.28514025190420317,83.01178214659105,87.40898581112133,0.00704225,0.3028169,"Ildemaro Vargas",13324,545121
"Jose Iglesias","NYM",52,49,19,13,5,0,1,8,10,2,1,6,1,0.387755102,0.038461538,0.115384615,0.423076923,0.551020408,0.974097331,0.41767312849269195,178.47157984664562,86.45901276344476,0.02325581,0.30232558,"Jose Iglesias",10231,578428
"Tim Anderson","MIA",241,234,50,47,3,0,0,16,9,7,0,68,0,0.213675213,0.029045643,0.282157676,0.236514522,0.226495726,0.463010248,0.20847844755995817,30.63015963449667,86.10488873106061,0.01807229,0.30120482,"Tim Anderson",15172,641313
"Avisaíl García","MIA",51,50,12,9,1,0,2,4,2,1,0,13,0,0.24,0.019607843,0.25490196,0.25490196,0.38,0.63490196,0.2755889670521605,76.42866203176042,86.63459406672297,0.08108108,0.2972973,"Avisail Garcia",5760,541645
"Daulton Varsho","TOR",292,262,51,23,14,3,11,41,35,29,0,80,1,0.194656488,0.099315068,0.273972602,0.27739726,0.396946564,0.674343824,0.2956403267301925,92.1322139522988,84.78648792613636,0.06593407,0.2967033,"Daulton Varsho",19918,662139
"Nico Hoerner","CHC",324,286,70,51,14,1,4,41,21,29,1,37,8,0.244755244,0.089506172,0.11419753,0.330246913,0.342657342,0.672904255,0.30285914966565536,96.47336312356616,86.2943125,0.02,0.296,"Nico Hoerner",21479,663538
"Masyn Winn","STL",297,271,78,54,17,3,4,33,28,20,1,59,0,0.287822878,0.067340067,0.198653198,0.332203389,0.416974169,0.749177558,0.32472370635895503,112.78677609644954,86.09102662852112,0.02293578,0.29357798,"Masyn Winn",27479,691026
"Parker Meadows","DET",85,73,7,3,1,1,2,9,3,11,0,32,1,0.09589041,0.129411764,0.376470588,0.223529411,0.219178082,0.442707493,0.21147591576856725,32.795630772383035,84.5533447265625,0.09756098,0.29268293,"Parker Meadows",23800,678009
"Johan Rojas","PHI",206,192,45,38,4,1,2,23,19,8,0,35,2,0.234375,0.038834951,0.169902912,0.272277227,0.296875,0.569152227,0.25447678329921003,61.942280691940866,84.49159390318627,0.0310559,0.29192547,"Johan Rojas",24336,679032
"Zach Remillard","CHW",39,33,8,6,1,1,0,3,1,5,0,10,0,0.242424242,0.128205128,0.256410256,0.342105263,0.333333333,0.675438596,0.3060827474845083,96.92677269633816,86.86604817708333,0.04166667,0.29166667,"Zach Remillard",19788,621545
"Bryson Stott","PHI",309,264,65,46,12,2,5,41,38,36,1,47,3,0.246212121,0.116504854,0.152103559,0.336569579,0.363636363,0.700205942,0.3109221280395211,100.462504882783,86.39546804298642,0.03587444,0.29147982,"Bryson Stott",26294,681082
"Vaughn Grissom","BOS",87,81,12,11,1,0,0,6,3,5,0,19,1,0.148148148,0.057471264,0.218390804,0.206896551,0.160493827,0.367390378,0.17448826836443496,1.642899565142443,85.41017200100806,0.03225806,0.29032258,"Vaughn Grissom",26031,687093
"Abraham Toro","OAK",295,277,72,50,15,1,6,32,24,12,1,53,5,0.259927797,0.040677966,0.179661016,0.302721088,0.386281588,0.689002676,0.3017649813316788,99.52411393460167,87.24564034598214,0.05333333,0.28888889,"Abraham Toro",19844,647351
