Name,Team,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,AVG,BB%,K%,OBP,SLG,OPS,wOBA,wRC+,EV,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Rafael Ortega","CHW",17,14,1,1,0,0,0,4,1,2,0,4,0,0.071428571,0.117647058,0.235294117,0.176470588,0.071428571,0.247899159,0.1333897078738493,-21.413552253204898,85.09490356445312,0,0.45454545,"Rafael Ortega",10323,542364
"Jonathan Aranda","TBR",52,47,10,7,2,0,1,8,3,5,0,14,0,0.212765957,0.096153846,0.269230769,0.288461538,0.319148936,0.607610474,0.2739231414519824,80.38383280602474,93.65155214251894,0.18181818,0.45454545,"Jonathan Aranda",21837,666018
"David Villar","SFG",15,14,5,2,2,0,1,2,4,0,0,4,0,0.357142857,0,0.266666666,0.333333333,0.714285714,1.047619047,0.42407371997833254,182.02100910088484,92.38797829367898,0.27272727,0.45454545,"David Villar",24782,681584
"Randal Grichuk","ARI",140,126,36,22,11,1,2,15,18,9,0,20,3,0.285714285,0.064285714,0.142857142,0.342857142,0.436507936,0.779365078,0.33916406631469725,120.04129745262789,89.62801106770833,0.06481481,0.4537037,"Randal Grichuk",10243,545341
"Josh Naylor","CLE",331,293,71,36,15,0,20,46,61,30,6,60,5,0.242320819,0.090634441,0.181268882,0.320241691,0.498293515,0.818535206,0.3456248136667105,127.0858621132684,90.90263588408119,0.11440678,0.45338983,"Josh Naylor",18839,647304
"Eddie Rosario","WSN",235,219,40,22,11,0,7,26,26,13,0,54,0,0.182648401,0.055319148,0.229787234,0.226495726,0.328767123,0.555262849,0.24277655793051434,54.10135566365539,90.61023390436748,0.05357143,0.45238095,"Eddie Rosario",12155,592696
"Michael Conforto","SFG",236,216,51,29,11,2,9,24,29,19,0,55,0,0.236111111,0.080508474,0.233050847,0.296610169,0.430555555,0.727165724,0.3156290147769249,108.01465169644986,89.66328610248448,0.10493827,0.45061728,"Michael Conforto",16376,624424
"Lawrence Butler","OAK",154,138,26,17,6,0,3,12,11,15,0,48,0,0.188405797,0.097402597,0.311688311,0.266233766,0.297101449,0.563335215,0.2544797020299094,67.12121379156713,91.30919471153847,0.07692308,0.45054945,"Lawrence Butler",22542,671732
"Kerry Carpenter","DET",163,145,41,19,10,4,8,21,29,11,1,38,3,0.28275862,0.067484662,0.233128834,0.341614906,0.572413793,0.914028699,0.38408978991210463,151.08170647641467,88.62794760607798,0.16216216,0.45045045,"Kerry Carpenter",25961,681481
"Christopher Morel","CHC",349,297,58,37,5,1,15,38,45,41,2,78,7,0.195286195,0.11747851,0.223495702,0.303724928,0.37037037,0.674095298,0.2987742679950483,93.68570085542393,89.96044702914799,0.11659193,0.44843049,"Christopher Morel",21897,666624
"Jason Heyward","LAD",134,115,24,11,7,2,4,16,20,13,0,21,4,0.208695652,0.097014925,0.156716417,0.305970149,0.408695652,0.714665801,0.3127896372062057,104.68503845246018,87.79642269736843,0.05208333,0.44791667,"Jason Heyward",4940,518792
"Luis Robert Jr.","CHW",133,121,26,10,6,0,10,19,18,12,2,45,0,0.214876033,0.090225563,0.338345864,0.285714285,0.512396694,0.798110979,0.33586784628511385,117.33742896056636,90.43234734786184,0.17105263,0.44736842,"Luis Robert Jr.",20043,673357
"Lenyn Sosa","CHW",142,134,31,21,7,0,3,9,12,6,1,32,1,0.231343283,0.042253521,0.225352112,0.269503546,0.350746268,0.620249814,0.27004237643310003,72.22960348128828,89.57040824142157,0.06796117,0.44660194,"Lenyn Sosa",22896,672820
"Oliver Dunn","MIL",104,95,21,16,2,2,1,11,7,6,0,40,2,0.221052631,0.057692307,0.384615384,0.281553398,0.315789473,0.597342871,0.2674872157643142,71.12566301675206,89.06246383101852,0.05357143,0.44642857,"Oliver Dunn",26295,686554
"Alec Bohm","PHI",355,320,95,56,28,1,10,38,68,24,1,48,5,0.296875,0.067605633,0.135211267,0.349295774,0.484375,0.833670774,0.3578894273035944,132.51458828512645,90.29211248867753,0.08633094,0.44604317,"Alec Bohm",21618,664761
"Kyle Tucker","HOU",262,214,57,27,11,0,19,42,40,46,1,41,0,0.26635514,0.175572519,0.156488549,0.394636015,0.584112149,0.978748164,0.4159391428415592,174.0340089827607,90.99956223060344,0.13714286,0.44571429,"Kyle Tucker",18345,663656
"Victor Caratini","HOU",115,105,26,16,5,1,4,13,17,5,0,16,2,0.247619047,0.04347826,0.139130434,0.286956521,0.428571428,0.715527949,0.3064661896747092,99.01613402868797,91.4147418478261,0.07608696,0.44565217,"Victor Caratini",14968,605170
"Ramón Laureano","- - -",118,105,19,10,7,0,2,12,8,7,0,43,5,0.18095238,0.059322033,0.364406779,0.262711864,0.304761904,0.567473768,0.2565313304884959,64.92942897251628,91.68640718005952,0.0952381,0.44444444,"Ramon Laureano",17128,657656
"DJ Stewart","NYM",156,126,23,14,4,0,5,13,19,25,0,37,4,0.182539682,0.16025641,0.237179487,0.333333333,0.333333333,0.666666666,0.30731847423773545,103.16180820895065,90.5071047665028,0.1,0.44444444,"DJ Stewart",17766,621466
"Ryan McKenna","- - -",15,14,3,1,0,0,2,4,2,1,0,5,0,0.214285714,0.066666666,0.333333333,0.266666666,0.642857142,0.909523808,0.38058681090672813,155.0609563121121,84.47467210557726,0.22222222,0.44444444,"Ryan McKenna",19928,663630
"Brendan Rodgers","COL",265,248,70,50,14,1,5,29,28,16,1,57,0,0.282258064,0.060377358,0.215094339,0.324528301,0.407258064,0.731786365,0.3190953559947736,91.41020168789402,88.7540085078534,0.046875,0.44270833,"Brendan Rodgers",17907,663898
"Joey Bart","PIT",73,64,16,9,3,0,4,7,12,8,0,21,1,0.25,0.109589041,0.287671232,0.342465753,0.484375,0.826840753,0.35987561287945263,132.99061897862495,89.01906040736607,0.09302326,0.44186047,"Joey Bart",21524,663698
"Gary Sánchez","MIL",164,147,32,19,6,0,7,18,21,12,0,46,4,0.217687074,0.073170731,0.280487804,0.292682926,0.401360544,0.69404347,0.30513359315511657,96.81683212446977,89.59959980085785,0.12745098,0.44117647,"Gary Sanchez",11442,596142
"Cole Tucker","LAA",57,50,9,4,4,1,0,3,3,6,0,17,0,0.18,0.105263157,0.298245614,0.263157894,0.3,0.563157894,0.25152652096330075,58.63634921471509,90.17821547564338,0,0.44117647,"Cole Tucker",17326,657061
"Dansby Swanson","CHC",291,262,56,35,12,1,8,31,27,26,1,77,2,0.213740458,0.089347079,0.26460481,0.288659793,0.358778625,0.647438418,0.2861650210002373,85.08072159004001,89.98338793682795,0.09139785,0.44086022,"Dansby Swanson",18314,621020
"Dominic Canzone","SEA",141,126,27,16,4,0,7,16,14,14,1,43,0,0.214285714,0.09929078,0.304964539,0.290780141,0.412698412,0.703478553,0.3047340563365391,101.20678171678654,89.8491443452381,0.10714286,0.44047619,"Dominic Canzone",26438,686527
"Lane Thomas","WSN",248,222,52,33,8,3,8,32,34,20,0,55,2,0.234234234,0.080645161,0.221774193,0.298387096,0.405405405,0.703792501,0.3061097045579264,97.32205026696283,90.1026761239035,0.08187135,0.43859649,"Lane Thomas",16939,657041
"Bryan De La Cruz","MIA",360,335,80,49,16,0,15,38,40,21,1,93,2,0.23880597,0.058333333,0.258333333,0.286111111,0.420895522,0.707006633,0.3059609665179983,97.15554808287327,89.6468621399177,0.11065574,0.43852459,"Bryan De La Cruz",19600,650559
"Jackson Merrill","SDP",310,292,85,61,11,1,12,39,42,14,1,51,1,0.29109589,0.04516129,0.164516129,0.324675324,0.458904109,0.783579433,0.3387598076938418,125.28831949070482,89.81160042790457,0.08606557,0.43852459,"Jackson Merrill",29490,701538
"Willson Contreras","STL",162,134,35,17,12,0,6,23,13,23,1,45,5,0.261194029,0.141975308,0.277777777,0.388888888,0.485074626,0.873963514,0.38142471617053014,151.48147483268008,90.31926461551966,0.11235955,0.43820225,"Willson Contreras",11609,575929
"Trevor Larnach","MIN",183,168,43,28,7,0,8,21,28,13,0,33,0,0.25595238,0.071038251,0.180327868,0.306010928,0.44047619,0.746487118,0.32317582961640073,110.8997817769684,92.20751596715328,0.10218978,0.4379562,"Trevor Larnach",21501,663616
"Taylor Ward","LAA",346,301,73,43,16,0,14,41,43,37,0,82,3,0.242524916,0.106936416,0.236994219,0.326589595,0.435215946,0.761805541,0.3321701162467802,113.89850275872718,91.08004309136771,0.15625,0.4375,"Taylor Ward",17548,621493
"Cristian Pache","PHI",96,82,16,12,3,1,0,8,8,13,0,35,0,0.195121951,0.135416666,0.364583333,0.302083333,0.25609756,0.558180893,0.26038165638844174,65.97196704184519,92.96157122672872,0.04166667,0.4375,"Cristian Pache",19948,665506
"Matt Vierling","DET",284,268,67,42,10,5,10,35,33,13,0,64,1,0.25,0.045774647,0.225352112,0.285211267,0.436567164,0.721778431,0.3105032666468284,100.6555104076392,90.90020782019704,0.10194175,0.4368932,"Matt Vierling",21558,663837
"Michael Harris II","ATL",278,260,65,49,9,2,5,30,20,15,1,59,2,0.25,0.053956834,0.212230215,0.294964028,0.357692307,0.652656335,0.28664388833063176,82.99713840886056,89.25699626865672,0.05940594,0.43564356,"Michael Harris II",25931,671739
"Francisco Alvarez","NYM",126,113,34,19,10,1,4,16,23,12,0,29,0,0.300884955,0.095238095,0.23015873,0.365079365,0.513274336,0.878353701,0.37779777343311005,151.2592805214974,90.80498976934524,0.08235294,0.43529412,"Francisco Alvarez",26121,682626
"Bo Bichette","TOR",305,282,64,45,14,1,4,27,28,19,1,53,3,0.226950354,0.062295081,0.173770491,0.281967213,0.326241134,0.608208347,0.2696966221065898,74.35392686861594,89.78973658738938,0.04347826,0.43478261,"Bo Bichette",19612,666182
"Blake Sabol","SFG",38,32,10,8,2,0,0,3,1,5,1,9,1,0.3125,0.131578947,0.236842105,0.421052631,0.375,0.796052631,0.3539133812930133,134.1412062952192,90.32093877377717,0.08695652,0.43478261,"Blake Sabol",25805,666165
"Oscar Colás","CHW",38,33,9,9,0,0,0,1,4,4,0,10,1,0.272727272,0.105263157,0.263157894,0.368421052,0.272727272,0.641148324,0.3014842789424093,93.7756076999427,89.87006170099431,0,0.43478261,"Oscar Colas",30162,693049
"Daniel Vogelbach","TOR",79,70,13,7,5,0,1,5,8,9,0,17,0,0.185714285,0.11392405,0.215189873,0.278481012,0.3,0.578481012,0.2632161416584932,69.91308684526636,90.89131433823529,0.09433962,0.43396226,"Daniel Vogelbach",14130,596129
"Jo Adell","LAA",254,230,43,22,7,1,13,32,36,16,1,75,4,0.186956521,0.062992125,0.29527559,0.249011857,0.395652173,0.64466403,0.2779009072553544,76.70976694587046,89.45182291666667,0.12578616,0.43396226,"Jo Adell",20220,666176
"Will Smith","LAD",306,269,73,43,18,1,11,40,50,27,3,51,4,0.271375464,0.088235294,0.166666666,0.339869281,0.468401486,0.808270767,0.34520140319767567,126.8039305977127,90.09770856584821,0.11160714,0.43303571,"Will Smith",19197,669257
"Andrew Vaughn","CHW",329,303,74,48,15,0,11,32,40,19,0,74,5,0.244224422,0.057750759,0.224924012,0.29787234,0.402640264,0.700512604,0.30669982599994694,97.34963439476576,90.77930533008659,0.09090909,0.43290043,"Andrew Vaughn",26197,683734
"Rob Refsnyder","BOS",167,143,46,30,12,1,3,17,20,18,1,41,4,0.321678321,0.107784431,0.245508982,0.409638554,0.482517482,0.892156036,0.38876420945832224,148.47849036306272,89.9827129657452,0.08653846,0.43269231,"Rob Refsnyder",13770,608701
"Ke'Bryan Hayes","PIT",249,223,51,40,8,0,3,24,19,19,0,49,3,0.228699551,0.07630522,0.196787148,0.29317269,0.304932735,0.598105425,0.26912653924949675,71.06036277379987,88.25896561617232,0.02808989,0.43258427,"Ke'Bryan Hayes",18577,663647
"Brandon Lowe","TBR",143,123,27,14,4,2,7,20,24,15,1,36,4,0.219512195,0.104895104,0.251748251,0.321678321,0.455284552,0.776962873,0.3357317120256558,122.73902177511052,90.0064530806108,0.14772727,0.43181818,"Brandon Lowe",18882,664040
"Maikel Garcia","KCR",380,349,80,56,15,4,5,51,40,26,0,62,0,0.229226361,0.068421052,0.163157894,0.281167108,0.338108882,0.61927599,0.27379334415617923,71.66496652615585,90.84695530270035,0.04452055,0.43150685,"Maikel Garcia",22715,672580
"MJ Melendez","KCR",256,235,45,22,13,2,8,21,24,20,1,68,1,0.191489361,0.078125,0.265625,0.2578125,0.365957446,0.623769946,0.27243113471012487,70.73149341769212,91.09342644013554,0.09580838,0.43113772,"MJ Melendez",22197,669004
"Jake Burger","MIA",259,244,54,37,8,1,8,25,28,13,0,65,0,0.221311475,0.05019305,0.25096525,0.258687258,0.360655737,0.619342995,0.27016870878838206,72.72969333108914,90.31387803819445,0.10497238,0.43093923,"Jake Burger",22275,669394
"Royce Lewis","MIN",99,89,26,11,5,0,10,18,18,9,1,18,0,0.292134831,0.09090909,0.181818181,0.353535353,0.685393258,1.038928611,0.431022117940747,184.80296185694607,88.08299424913194,0.15277778,0.43055556,"Royce Lewis",20437,668904
"Enrique Hernández","LAD",190,173,36,26,6,0,4,16,12,16,0,39,0,0.208092485,0.084210526,0.205263157,0.27368421,0.312138728,0.585822938,0.2627201939883985,70.5159464443609,90.9946325775376,0.04444444,0.42962963,"Enrique Hernandez",10472,571771
"Joey Gallo","WSN",165,140,23,11,7,0,5,17,11,21,0,71,3,0.164285714,0.127272727,0.43030303,0.284848484,0.321428571,0.606277055,0.27626892761750654,76.95768854568564,90.19890738224638,0.14285714,0.42857143,"Joey Gallo",14128,608336
"Jake Bauers","MIL",200,175,38,21,9,1,7,24,32,21,1,63,4,0.217142857,0.105,0.315,0.315,0.4,0.715,0.31521598388202227,103.69739867901704,89.76803561373873,0.10714286,0.42857143,"Jake Bauers",15194,641343
"Luke Williams","ATL",12,10,1,1,0,0,0,3,0,1,0,3,1,0.1,0.083333333,0.25,0.25,0.1,0.35,0.1915828436613083,18.124246422377535,91.27568708147321,0.14285714,0.42857143,"Luke Williams",19931,663897
"Enmanuel Valdez","BOS",174,157,33,16,11,0,6,19,25,13,0,42,0,0.210191082,0.074712643,0.24137931,0.265895953,0.394904458,0.660800411,0.28572485143738674,77.86932662212183,89.6211358432112,0.1092437,0.42857143,"Enmanuel Valdez",21716,665839
"CJ Abrams","WSN",342,308,88,50,20,5,13,52,43,25,2,66,6,0.285714285,0.073099415,0.192982456,0.348973607,0.509740259,0.858713866,0.3675743197269496,139.26759541346522,89.309670781893,0.06938776,0.42857143,"CJ Abrams",25768,682928
"Hunter Goodman","COL",115,108,20,8,5,0,7,13,20,3,0,33,2,0.185185185,0.026086956,0.286956521,0.217391304,0.425925925,0.643317229,0.2728246367495993,59.83348819636071,88.09130859375,0.11688312,0.42857143,"Hunter Goodman",29715,696100
"Ian Happ","CHC",334,283,64,34,18,1,11,43,44,45,1,92,5,0.226148409,0.134730538,0.275449101,0.341317365,0.413427561,0.754744926,0.33384247549303303,117.6174390883668,90.09848453861257,0.125,0.42708333,"Ian Happ",17919,664023
"Patrick Wisdom","CHC",94,81,16,8,4,1,3,9,12,8,0,29,3,0.197530864,0.085106382,0.308510638,0.29032258,0.382716049,0.673038629,0.29706254313069,92.51756155480538,90.29162367334905,0.12962963,0.42592593,"Patrick Wisdom",13602,621550
"Matt Thaiss","LAA",75,65,14,7,6,0,1,7,7,10,0,25,0,0.215384615,0.133333333,0.333333333,0.32,0.353846153,0.673846153,0.30329445282618206,94.11104983050674,85.48306274414062,0.125,0.425,"Matt Thaiss",19318,642136
"DJ LeMahieu","NYY",103,89,16,14,2,0,0,8,9,12,0,18,0,0.17977528,0.116504854,0.174757281,0.274509803,0.202247191,0.476756994,0.2275877314455369,46.154286767642304,88.94272867838542,0.08219178,0.42465753,"DJ LeMahieu",9874,518934
"Andy Pages","LAD",270,247,63,41,13,1,8,39,23,15,0,71,5,0.255060728,0.055555555,0.262962962,0.307407407,0.412955465,0.720362872,0.31414745140958716,105.61165707379021,88.35229766502809,0.11731844,0.42458101,"Andy Pages",24816,681624
"Mark Vientos","NYM",155,141,43,25,8,0,10,25,27,13,0,36,0,0.304964539,0.083870967,0.232258064,0.361290322,0.574468085,0.935758407,0.3992178113229813,165.87704334127014,89.8358165922619,0.1509434,0.4245283,"Mark Vientos",22184,668901
"Emmanuel Rivera","MIA",149,130,28,22,6,0,0,10,10,14,0,33,3,0.215384615,0.093959731,0.22147651,0.304054054,0.261538461,0.565592515,0.2628068134591386,67.7056854194243,89.6821588010204,0.04040404,0.42424242,"Emmanuel Rivera",19890,656896
"Casey Schmitt","SFG",42,41,9,6,1,0,2,5,5,0,0,8,1,0.219512195,0,0.19047619,0.238095238,0.390243902,0.62833914,0.2721382010550726,78.33504033938628,89.25307025331439,0.06060606,0.42424242,"Casey Schmitt",27577,669477
"Riley Adams","WSN",89,79,17,10,5,0,2,6,6,7,1,29,1,0.215189873,0.078651685,0.325842696,0.280898876,0.354430379,0.635329255,0.2746143923564391,75.82857737662133,89.27124962439903,0.09615385,0.42307692,"Riley Adams",19864,656180
"Triston Casas","BOS",90,78,19,10,3,0,6,12,10,12,2,26,0,0.243589743,0.133333333,0.288888888,0.344444444,0.512820512,0.857264956,0.3630494637922807,130.85710061293187,89.87208909254808,0.11538462,0.42307692,"Triston Casas",22514,671213
"Randy Arozarena","TBR",334,286,56,33,12,0,11,35,28,38,0,84,8,0.195804195,0.113772455,0.251497005,0.305389221,0.353146853,0.658536074,0.29680374835779566,96.06308926234331,90.55703316482843,0.08333333,0.42156863,"Randy Arozarena",19290,668227
"Wyatt Langford","TEX",249,226,59,41,10,4,4,25,35,20,2,49,2,0.261061946,0.080321285,0.196787148,0.325301204,0.393805309,0.719106513,0.3136745684060008,100.73388561300767,88.48952816031074,0.07865169,0.42134831,"Wyatt Langford",33333,694671
"Yan Gomes","CHC",96,91,14,10,2,0,2,7,7,2,0,36,1,0.153846153,0.020833333,0.375,0.178947368,0.241758241,0.420705609,0.18543152307209215,16.336754455603533,87.07169886997768,0.10526316,0.42105263,"Yan Gomes",9627,543228
"Will Benson","CIN",269,236,45,21,13,2,9,26,28,28,0,106,2,0.190677966,0.104089219,0.394052044,0.279850746,0.377118644,0.65696939,0.289523660469411,81.21112172797696,88.88823950381679,0.12781955,0.42105263,"Will Benson",21853,666181
"Adley Rutschman","BAL",361,327,95,68,12,0,15,44,55,29,1,65,1,0.290519877,0.080332409,0.180055401,0.346260387,0.464831804,0.811092191,0.35117563704649607,131.07887857723173,89.43079622885338,0.08646617,0.42105263,"Adley Rutschman",26288,668939
"Patrick Bailey","SFG",227,197,55,38,11,0,6,25,28,25,0,45,0,0.279187817,0.110132158,0.198237885,0.3539823,0.426395939,0.780378239,0.3416136872451917,125.74747649552332,91.82673355800654,0.04458599,0.42038217,"Patrick Bailey",27478,672275
"Romy Gonzalez","BOS",60,53,15,12,2,1,0,4,9,5,0,11,1,0.283018867,0.083333333,0.183333333,0.35,0.358490566,0.708490566,0.31547876993815105,98.25861614902493,88.11768159412202,0.02325581,0.41860465,"Romy Gonzalez",21562,663853
"Jackson Chourio","MIL",261,242,60,43,8,0,9,36,34,16,1,61,0,0.247933884,0.061302681,0.233716475,0.292307692,0.392561983,0.684869675,0.29781603191810224,91.82307930611371,88.40921188186813,0.04891304,0.41847826,"Jackson Chourio",28806,694192
"James McCann","BAL",122,117,24,16,5,0,3,15,13,4,0,27,0,0.205128205,0.032786885,0.221311475,0.229508196,0.324786324,0.55429452,0.24131865677286368,55.79784366773454,89.20360779494382,0.0989011,0.41758242,"James McCann",12859,543510
"Paul DeJong","CHW",290,270,64,37,12,0,15,34,34,10,0,92,8,0.237037037,0.034482758,0.317241379,0.28275862,0.448148148,0.730906768,0.31582675370676766,103.60398948082614,88.1136447482639,0.1,0.41666667,"Paul DeJong",18015,657557
"Seby Zavala","SEA",43,39,6,3,2,0,1,4,2,3,0,16,0,0.153846153,0.069767441,0.372093023,0.214285714,0.282051282,0.496336996,0.221899437052863,44.44319827878402,90.53234332540761,0.04166667,0.41666667,"Seby Zavala",18887,664874
"David Fry","CLE",215,178,54,33,13,0,8,29,32,28,4,43,7,0.303370786,0.130232558,0.2,0.413953488,0.511235955,0.925189443,0.3971517975861427,162.39544977495393,89.45095802919708,0.0729927,0.41605839,"David Fry",24934,681807
"Edmundo Sosa","PHI",167,152,41,25,7,4,5,25,20,9,0,40,5,0.269736842,0.053892215,0.239520958,0.331325301,0.467105263,0.798430564,0.34660921865198985,124.81659001479306,88.50375532670455,0.10619469,0.4159292,"Edmundo Sosa",17022,624641
"Elehuris Montero","COL",247,224,46,32,10,0,4,23,28,20,0,56,0,0.205357142,0.080971659,0.226720647,0.267206477,0.303571428,0.570777905,0.25523107640656384,47.82704387669581,89.51427151864036,0.07602339,0.41520468,"Elehuris Montero",20543,660707
"Darell Hernaiz","OAK",75,66,12,12,0,0,0,7,6,6,0,16,0,0.181818181,0.08,0.213333333,0.243243243,0.181818181,0.425061424,0.19963082429525014,29.53525185082483,88.19847693810097,0.01886792,0.41509434,"Darell Hernaiz",26224,687231
"Dylan Moore","SEA",251,211,44,19,14,3,8,31,26,26,0,69,9,0.208530805,0.103585657,0.274900398,0.316,0.417061611,0.733061611,0.321170743227005,112.47025169853542,89.9666965432363,0.0952381,0.41496599,"Dylan Moore",18042,664238
"Mike Yastrzemski","SFG",217,194,45,28,6,4,7,26,28,20,1,60,2,0.231958762,0.092165898,0.276497695,0.310185185,0.412371134,0.722556319,0.3153823397880377,107.84631228922461,89.91754807692308,0.0962963,0.41481481,"Mike Yastrzemski",14854,573262
"Mike Trout","LAA",126,109,24,11,1,2,10,17,14,16,1,27,1,0.220183486,0.126984126,0.214285714,0.325396825,0.541284403,0.866681228,0.3676283764839172,138.19677238249756,89.20973466082317,0.17073171,0.41463415,"Mike Trout",10155,545361
"Luke Raley","SEA",225,210,54,35,8,2,9,30,23,8,0,71,6,0.257142857,0.035555555,0.315555555,0.303571428,0.442857142,0.74642857,0.32477119910929886,114.93751453690895,89.3300052472015,0.07857143,0.41428571,"Luke Raley",19354,670042
"Orlando Arcia","ATL",306,285,60,36,18,0,6,24,23,13,0,64,2,0.210526315,0.04248366,0.209150326,0.245098039,0.336842105,0.581940144,0.25300539552775864,60.041086139711815,89.70398057245575,0.04845815,0.41409692,"Orlando Arcia",13185,606115
"Jon Singleton","HOU",213,184,43,34,3,0,6,24,18,28,0,57,0,0.233695652,0.131455399,0.267605633,0.333333333,0.347826086,0.681159419,0.30816895749087625,100.18297953174438,89.61406557578741,0.0703125,0.4140625,"Jon Singleton",10441,572138
"Estevan Florial","CLE",111,98,17,6,6,2,3,11,11,11,0,41,1,0.173469387,0.099099099,0.369369369,0.263636363,0.367346938,0.630983301,0.27826119986447423,80.92400194157379,88.73178796600877,0.10344828,0.4137931,"Estevan Florial",19151,664314
"Austin Hays","BAL",136,123,31,19,9,0,3,16,12,7,1,32,5,0.25203252,0.051470588,0.235294117,0.31617647,0.398373983,0.714550453,0.3121444088441354,104.33218259538606,88.52062585851648,0.07608696,0.41304348,"Austin Hays",19363,669720
"Alec Burleson","STL",286,268,75,51,11,0,13,33,40,11,0,42,3,0.279850746,0.038461538,0.146853146,0.313380281,0.46641791,0.779798191,0.3368733132808981,121.07808133370186,90.30223090277778,0.06956522,0.41304348,"Alec Burleson",27615,676475
"Josh Lowe","TBR",128,116,26,14,7,0,5,14,13,11,1,37,0,0.224137931,0.0859375,0.2890625,0.2890625,0.413793103,0.702855603,0.3029309483025018,100.26183887102522,89.36040649414062,0.15,0.4125,"Josh Lowe",19953,666139
"Jacob Stallings","COL",147,126,35,22,8,1,4,15,19,16,0,31,3,0.277777777,0.108843537,0.210884353,0.369863013,0.452380952,0.822243965,0.3607302797983771,119.8232906053592,87.52850731382979,0.09278351,0.41237113,"Jacob Stallings",13723,607732
"Spencer Steer","CIN",346,302,73,42,20,1,10,39,51,37,1,72,6,0.241721854,0.106936416,0.208092485,0.335260115,0.413907284,0.749167399,0.3301613966623942,108.943695883806,88.53396739130434,0.07359307,0.41125541,"Spencer Steer",26323,668715
"Jung Hoo Lee","SFG",158,145,38,32,4,0,2,15,8,10,0,13,1,0.262068965,0.063291139,0.082278481,0.310126582,0.331034482,0.641161064,0.2857597032679787,87.63081701452587,89.12767269736842,0.04477612,0.41044776,"Jung Hoo Lee",33824,808982
"Bryan Ramos","CHW",48,46,9,7,2,0,0,4,2,1,0,8,0,0.195652173,0.020833333,0.166666666,0.208333333,0.239130434,0.447463767,0.1961189570526282,21.572544629412963,89.64370492788461,0.02564103,0.41025641,"Bryan Ramos",25621,682868
"Jose Siri","TBR",257,224,48,25,12,0,11,36,30,22,0,91,5,0.214285714,0.085603112,0.354085603,0.29527559,0.415178571,0.710454161,0.31033152693838584,105.33318906880764,88.7225341796875,0.15107914,0.41007194,"Jose Siri",17452,642350
"Alex Kirilloff","MIN",178,159,32,16,8,3,5,20,20,15,0,47,1,0.201257861,0.084269662,0.264044943,0.269662921,0.383647798,0.653310719,0.2836244534910395,83.79664714323208,91.30828804347826,0.11304348,0.40869565,"Alex Kirilloff",20325,666135
"Ryan O'Hearn","BAL",255,232,67,47,9,1,10,31,34,22,2,25,0,0.288793103,0.086274509,0.098039215,0.349019607,0.465517241,0.814536848,0.3520179447449243,131.65608172892925,90.31421609526699,0.07211538,0.40865385,"Ryan O'Hearn",16442,656811
"Freddie Freeman","LAD",377,316,94,55,25,2,12,53,53,49,7,56,7,0.297468354,0.129973474,0.148541114,0.397877984,0.503164556,0.90104254,0.3846732431166881,153.7408574585657,89.27547906839622,0.10188679,0.40754717,"Freddie Freeman",5361,518692
"Pete Alonso","NYM",364,320,79,41,20,0,18,48,48,36,3,74,6,0.246875,0.098901098,0.203296703,0.332417582,0.478125,0.810542582,0.34868463238190417,131.39148229382235,88.89295767965586,0.12903226,0.40725806,"Pete Alonso",19251,624413
"Mitch Garver","SEA",276,232,40,18,12,0,10,27,31,37,0,85,4,0.172413793,0.134057971,0.307971014,0.29347826,0.353448275,0.646926535,0.29058922762456146,91.51383966246333,89.29017014471476,0.09333333,0.40666667,"Mitch Garver",15161,641598
"Jurickson Profar","SDP",350,299,93,67,15,0,11,47,55,43,1,51,5,0.311036789,0.122857142,0.145714285,0.404011461,0.471571906,0.875583367,0.383975389531289,156.1449713069169,90.42182736280488,0.06772908,0.4063745,"Jurickson Profar",10815,595777
"Willie Calhoun","LAA",171,157,43,28,13,0,2,19,12,13,1,25,0,0.27388535,0.076023391,0.14619883,0.32748538,0.394904458,0.722389838,0.3154426048783695,102.43574122880203,89.7464535361842,0.03007519,0.40601504,"Willie Calhoun",17838,641432
"Tyler Nevin","OAK",171,148,30,21,4,0,5,13,13,18,0,38,4,0.202702702,0.105263157,0.222222222,0.304093567,0.331081081,0.635174648,0.2883222294829742,90.3122798874489,89.99335394965277,0.07207207,0.40540541,"Tyler Nevin",17893,663527
"Jake Meyers","HOU",250,227,57,36,11,2,8,27,33,17,0,60,5,0.251101321,0.068,0.24,0.317269076,0.422907488,0.740176564,0.3247030365419196,111.51318885606467,89.42610875571647,0.07738095,0.4047619,"Jake Meyers",20308,676694
"Jordan Walker","STL",67,58,9,4,4,1,0,4,4,6,0,18,1,0.155172413,0.089552238,0.268656716,0.23880597,0.258620689,0.497426659,0.22476755683101826,44.57329796492694,91.703857421875,0.11904762,0.4047619,"Jordan Walker",27475,691023
"Trent Grisham","NYY",98,82,13,7,1,0,5,10,14,12,0,32,2,0.158536585,0.122448979,0.326530612,0.278350515,0.353658536,0.632009051,0.2838003432627806,84.67476659539184,89.33223470052083,0.11538462,0.40384615,"Trent Grisham",18564,663757
"Iván Herrera","STL",192,172,48,38,6,1,3,24,19,15,0,41,2,0.279069767,0.078125,0.213541666,0.340314136,0.377906976,0.718221112,0.31849040161252645,108.53295680653399,88.71457741477273,0.08955224,0.40298507,"Ivan Herrera",20599,671056
