"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
545361,"Trout, Mike","188","0.89952153110047846890","154",75.6513111170213,"0.56914893617021276596",0.24025974025974026,0.19680851063829788,0.14935064935064934,0.12234042553191489,"7.5543447340425532","4",-7.143680943653402,"34",0.18085106382978725,"67",0.35638297872340424
624585,"Soler, Jorge","437","0.91422594142259414226","314",75.60968798627007,"0.59954233409610983982",0.30254777070063693,0.21739130434782608,0.1305732484076433,0.09382151029748284,"7.9948808924485126","3",-10.614315738522247,"123",0.2814645308924485,"166",0.37986270022883295
660271,"Ohtani, Shohei","547","0.90264026402640264026","394",75.54402223034738,"0.56672760511882998172",0.3883248730964467,0.2797074954296161,0.26649746192893403,0.19195612431444242,"7.6409381718464351","4",14.078554400711617,"153",0.2797074954296161,"207",0.37842778793418647
575929,"Contreras, Willson","237","0.90804597701149425287","153",75.50260763713084,"0.62869198312236286920",0.24183006535947713,0.15611814345991562,0.1830065359477124,0.11814345991561181,"7.8546585232067511","8",-1.062698847839712,"84",0.35443037974683544,"68",0.2869198312236287
671218,"Ramos, Heliot","355","0.90561224489795918367","263",75.48687760563382,"0.60563380281690140845",0.2965779467680608,0.21971830985915494,0.20912547528517111,0.15492957746478872,"6.9271463559322034","13",2.7162156595378018,"92",0.2591549295774648,"119",0.3352112676056338
656541,"Hilliard, Sam","14","1.00000000000000000000","9",75.48339571428572,"0.50000000000000000000",0.2222222222222222,0.14285714285714285,0.2222222222222222,0.14285714285714285,"7.3063600000000000","0",-1.2803080063420589,"5",0.35714285714285715,"3",0.21428571428571427
665742,"Soto, Juan","469","0.90366088631984585742","374",75.39848364605544,"0.59061833688699360341",0.39572192513368987,0.31556503198294245,0.24598930481283424,0.19616204690831557,"7.2687933262260128","14",6.549159441982426,"95",0.2025586353944563,"203",0.43283582089552236
665489,"Guerrero Jr., Vladimir","525","0.90673575129533678756","414",75.39846809523809,"0.52761904761904761905",0.34541062801932365,0.2723809523809524,0.2318840579710145,0.18285714285714286,"7.6695218285714286","7",6.7747925128340825,"111",0.21142857142857144,"213",0.4057142857142857
656180,"Adams, Riley","158","0.91860465116279069767","115",75.35397367088606,"0.50000000000000000000",0.2,0.14556962025316456,0.14782608695652175,0.10759493670886076,"8.1529001265822785","0",-5.289601299190832,"43",0.2721518987341772,"46",0.2911392405063291
680718,"Barger, Addison","89","0.90816326530612244898","70",75.31454179775281,"0.49438202247191011236",0.2857142857142857,0.2247191011235955,0.14285714285714285,0.11235955056179775,"7.8198498876404494","1",-3.5550718734069644,"19",0.21348314606741572,"35",0.39325842696629215
673357,"Robert Jr., Luis","189","0.90865384615384615385","137",75.28173534391536,"0.53439153439153439153",0.26277372262773724,0.19047619047619047,0.16058394160583941,0.1164021164021164,"7.8632679365079365","1",-0.33485546661796695,"52",0.2751322751322751,"64",0.3386243386243386
663624,"Mountcastle, Ryan","568","0.91171749598715890851","446",75.27768137323937,"0.53873239436619718310",0.26905829596412556,0.2112676056338028,0.16143497757847533,0.1267605633802817,"7.5027453873239437","7",-7.038041907320834,"122",0.2147887323943662,"199",0.3503521126760563
641933,"O'Neill, Tyler","357","0.91071428571428571429","245",75.16382764705885,"0.49579831932773109244",0.2897959183673469,0.19887955182072828,0.2,0.13725490196078433,"7.5468931932773109","3",-1.5141361007902328,"112",0.3137254901960784,"107",0.29971988795518206
572233,"Walker, Christian","585","0.90277777777777777778","451",75.15004726495724,"0.55726495726495726496",0.2616407982261641,0.20170940170940171,0.164079822616408,0.1264957264957265,"7.5188217435897436","20",-10.005066078615426,"134",0.22905982905982905,"191",0.3264957264957265
695578,"Wood, James","7","0.87500000000000000000","5",75.12666857142858,"0.57142857142857142857",0.8,0.5714285714285714,0.4,0.2857142857142857,"6.9694485714285714","0",-0.6572932873349457,"2",0.2857142857142857,"4",0.5714285714285714
686554,"Dunn, Oliver","139","0.90259740259740259740","87",75.10314690647483,"0.55395683453237410072",0.3103448275862069,0.19424460431654678,0.11494252873563218,0.07194244604316546,"7.6179166906474820","2",-4.382006970809506,"52",0.37410071942446044,"43",0.30935251798561153
663586,"Riley, Austin","459","0.90711462450592885375","340",75.08519755991283,"0.53159041394335511983",0.31470588235294117,0.23311546840958605,0.21470588235294116,0.15904139433551198,"7.5117305010893246","14",-9.638159179400562,"119",0.25925925925925924,"165",0.35947712418300654
595879,"Báez, Javier","267","0.90508474576271186441","197",75.0805298127341,"0.55056179775280898876",0.34517766497461927,0.2546816479400749,0.19289340101522842,0.14232209737827714,"8.6048459925093633","3",-7.588277818462049,"70",0.26217228464419473,"120",0.449438202247191
660821,"Sánchez, Jesús","403","0.90765765765765765766","290",75.04522717121587,"0.53101736972704714640",0.35172413793103446,0.2531017369727047,0.18620689655172415,0.13399503722084366,"7.1860323821339950","4",-12.00226101197985,"113",0.2803970223325062,"140",0.34739454094292804
660707,"Montero, Elehuris","392","0.91162790697674418605","276",75.03722823979595,"0.53061224489795918367",0.286231884057971,0.20153061224489796,0.15217391304347827,0.10714285714285714,"7.5669195918367347","10",-9.420578680652543,"116",0.29591836734693877,"140",0.35714285714285715
624413,"Alonso, Pete","520","0.90909090909090909091","407",75.03338269230768,"0.51346153846153846154",0.28501228501228504,0.2230769230769231,0.15724815724815724,0.12307692307692308,"7.3200422307692308","8",-9.39067088826415,"113",0.2173076923076923,"211",0.40576923076923077
665120,"Walsh, Jared","59","0.90769230769230769231","32",75.02321152542373,"0.50847457627118644068",0.28125,0.15254237288135594,0.125,0.06779661016949153,"7.6496347457627119","1",-4.04453824383449,"27",0.4576271186440678,"15",0.2542372881355932
669394,"Burger, Jake","404","0.90380313199105145414","300",74.98339400990098,"0.52475247524752475248",0.3,0.22277227722772278,0.18,0.13366336633663367,"7.4079899009900990","5",-9.22907807956116,"104",0.25742574257425743,"145",0.3589108910891089
678554,"Mead, Curtis","126","0.90000000000000000000","99",74.97674015873017,"0.51587301587301587302",0.29292929292929293,0.23015873015873015,0.15151515151515152,0.11904761904761904,"7.4213364285714286","0",-5.571093354142011,"27",0.21428571428571427,"53",0.42063492063492064
621550,"Wisdom, Patrick","151","0.90419161676646706587","113",74.96097774834438,"0.56953642384105960265",0.26548672566371684,0.1986754966887417,0.10619469026548672,0.07947019867549669,"7.8948683443708609","6",-4.486744879678706,"38",0.25165562913907286,"50",0.33112582781456956
670223,"Mervis, Matt","48","0.90566037735849056604","32",74.907135625,"0.54166666666666666667",0.28125,0.1875,0.09375,0.0625,"7.9434025000000000","1",-2.346293962809357,"16",0.3333333333333333,"16",0.3333333333333333
621043,"Correa, Carlos","395","0.91224018475750577367","326",74.79197037974679,"0.48607594936708860759",0.32515337423312884,0.2683544303797468,0.22085889570552147,0.18227848101265823,"7.2576140506329114","2",10.859973810019481,"69",0.17468354430379746,"173",0.4379746835443038
693049,"Colás, Oscar","67","0.90540540540540540541","49",74.77295746268656,"0.49253731343283582090",0.24489795918367346,0.1791044776119403,0.14285714285714285,0.1044776119402985,"7.3951852238805970","1",-1.3121945702260642,"18",0.26865671641791045,"21",0.31343283582089554
592669,"Renfroe, Hunter","300","0.90361445783132530120","237",74.75343683333335,"0.48666666666666666667",0.2869198312236287,0.22666666666666666,0.16455696202531644,0.13,"7.5888504666666667","2",-1.9999950996405733,"63",0.21,"137",0.45666666666666667
661388,"Contreras, William","566","0.90850722311396468700","421",74.7387415724382,"0.51060070671378091873",0.40380047505938244,0.3003533568904594,0.24228028503562946,0.18021201413427562,"7.3250262367491166","12",2.820353806082756,"145",0.25618374558303886,"243",0.4293286219081272
671732,"Butler, Lawrence","214","0.89915966386554621849","145",74.71944102803738,"0.47663551401869158879",0.3448275862068966,0.2336448598130841,0.1793103448275862,0.12149532710280374,"7.0717292056074766","4",-4.9583444065583695,"69",0.32242990654205606,"72",0.3364485981308411
677951,"Witt Jr., Bobby","566","0.90560000000000000000","440",74.71153162544165,"0.49646643109540636042",0.36363636363636365,0.2826855123674912,0.21136363636363636,0.16431095406360424,"7.0594009010600707","7",5.66276052921115,"126",0.2226148409893993,"245",0.43286219081272087
656577,"Jackson, Alex","156","0.90697674418604651163","96",74.68339025641026,"0.50641025641025641026",0.19791666666666666,0.12179487179487179,0.07291666666666667,0.04487179487179487,"7.4806335256410256","0",-11.891424522230043,"60",0.38461538461538464,"38",0.24358974358974358
669065,"Stowers, Kyle","74","0.91358024691358024691","49",74.68122013513516,"0.52702702702702702703",0.2857142857142857,0.1891891891891892,0.22448979591836735,0.14864864864864866,"7.1290217567567568","0",2.04688395661266,"25",0.33783783783783783,"23",0.3108108108108108
682985,"Greene, Riley","515","0.91474245115452930728","391",74.62304982524276,"0.46796116504854368932",0.319693094629156,0.24271844660194175,0.17391304347826086,0.13203883495145632,"7.1972468932038835","2",1.1227534190656772,"124",0.2407766990291262,"186",0.3611650485436893
592518,"Machado, Manny","486","0.90166975881261595547","374",74.6134046090535,"0.45473251028806584362",0.32887700534759357,0.25308641975308643,0.19518716577540107,0.15020576131687244,"7.7058716049382716","11",-6.704067798280405,"112",0.23045267489711935,"194",0.3991769547325103
677800,"Abreu, Wilyer","345","0.90551181102362204724","255",74.58139956521742,"0.46666666666666666667",0.3215686274509804,0.23768115942028986,0.1450980392156863,0.1072463768115942,"7.4408160000000000","8",-5.869959058690522,"90",0.2608695652173913,"126",0.3652173913043478
682829,"De La Cruz, Elly","490","0.90909090909090909091","351",74.54362742857138,"0.50000000000000000000",0.31054131054131057,0.22244897959183674,0.1794871794871795,0.12857142857142856,"7.2091843469387755","16",-1.0170878290923515,"139",0.2836734693877551,"175",0.35714285714285715
670042,"Raley, Luke","380","0.90047393364928909953","265",74.52719981578956,"0.46578947368421052632",0.2490566037735849,0.1736842105263158,0.1509433962264151,0.10526315789473684,"7.2347039577836412","8",-4.511856524201261,"115",0.3026315789473684,"120",0.3157894736842105
680769,"Alexander Jr., CJ","18","0.94736842105263157895","9",74.51562777777777,"0.38888888888888888889",0.1111111111111111,0.05555555555555555,0,0,"8.3369583333333333","0",-1.5327403284981607,"9",0.5,"5",0.2777777777777778
687401,"Ortiz, Joey","354","0.91237113402061855670","298",74.51265607344631,"0.44350282485875706215",0.2684563758389262,0.22598870056497175,0.15436241610738255,0.12994350282485875,"7.5481606497175141","6",1.6512662523224386,"56",0.15819209039548024,"152",0.4293785310734463
665487,"Tatis Jr., Fernando","481","0.90413533834586466165","367",74.49463769230769,"0.46361746361746361746",0.37057220708446864,0.28274428274428276,0.21798365122615804,0.16632016632016633,"7.2961005821205821","19",-5.42429482023351,"114",0.23700623700623702,"195",0.40540540540540543
672356,"Arias, Gabriel","274","0.91333333333333333333","170",74.46399773722625,"0.48905109489051094891",0.25882352941176473,0.16058394160583941,0.15294117647058825,0.0948905109489051,"7.5405711678832117","7",-8.312696517192323,"104",0.3795620437956204,"81",0.2956204379562044
650907,"Pinto, René","55","0.91666666666666666667","32",74.44694127272726,"0.49090909090909090909",0.4375,0.2545454545454545,0.21875,0.12727272727272726,"7.4836594545454545","1",-1.8457558164716004,"23",0.41818181818181815,"17",0.3090909090909091
656484,"Gray, Tristan","13","0.86666666666666666667","7",74.43979692307693,"0.46153846153846153846",0.2857142857142857,0.15384615384615385,0,0,"7.8612400000000000","0",-1.1341887139481255,"6",0.46153846153846156,"3",0.23076923076923078
621439,"Buxton, Byron","392","0.90740740740740740741","274",74.40131130102041,"0.43112244897959183673",0.31386861313868614,0.2193877551020408,0.14963503649635038,0.10459183673469388,"8.1371498724489796","5",-5.2298837386915755,"118",0.3010204081632653,"130",0.33163265306122447
663728,"Raleigh, Cal","542","0.90635451505016722408","394",74.38705064575643,"0.44464944649446494465",0.27411167512690354,0.1992619926199262,0.16751269035532995,0.12177121771217712,"7.7216277121771218","5",-6.945920940281347,"148",0.2730627306273063,"147",0.27121771217712176
642133,"Tellez, Rowdy","295","0.90214067278287461774","240",74.38695752542374,"0.44067796610169491525",0.2833333333333333,0.2305084745762712,0.17916666666666667,0.14576271186440679,"8.0116038644067797","3",-12.627907751859622,"55",0.1864406779661017,"133",0.45084745762711864
671213,"Casas, Triston","94","0.92156862745098039216","68",74.35949531914893,"0.47872340425531914894",0.3235294117647059,0.23404255319148937,0.11764705882352941,0.0851063829787234,"7.7355119148936170","1",1.1745750268062607,"26",0.2765957446808511,"37",0.39361702127659576
668904,"Lewis, Royce","162","0.90000000000000000000","123",74.3226498765432,"0.43827160493827160494",0.2926829268292683,0.2222222222222222,0.14634146341463414,0.1111111111111111,"7.8560955555555556","3",4.640476000297911,"39",0.24074074074074073,"67",0.41358024691358025
696100,"Goodman, Hunter","196","0.90322580645161290323","142",74.32051250000002,"0.45408163265306122449",0.2535211267605634,0.1836734693877551,0.11267605633802817,0.08163265306122448,"7.2193987244897959","3",-5.224023330224699,"54",0.2755102040816326,"65",0.33163265306122447
663853,"Gonzalez, Romy","94","0.91262135922330097087","67",74.23932010638296,"0.40425531914893617021",0.34328358208955223,0.24468085106382978,0.22388059701492538,0.1595744680851064,"7.1345971276595745","0",2.6049352767711045,"27",0.2872340425531915,"38",0.40425531914893614
542303,"Ozuna, Marcell","555","0.90538336052202283850","388",74.23746771171173,"0.44324324324324324324",0.3247422680412371,0.22702702702702704,0.20103092783505155,0.14054054054054055,"7.4076302702702703","3",9.696613249865896,"167",0.3009009009009009,"185",0.3333333333333333
681297,"Cowser, Colton","416","0.90829694323144104803","303",74.14718372596153,"0.44471153846153846154",0.3564356435643564,0.25961538461538464,0.18811881188118812,0.13701923076923078,"6.9090774038461538","12",-11.689296915806327,"113",0.27163461538461536,"151",0.3629807692307692
650391,"Jiménez, Eloy","257","0.91134751773049645390","200",74.14213980544746,"0.43579766536964980545",0.375,0.2918287937743191,0.245,0.19066147859922178,"7.2784548638132296","7",-5.888030887512973,"57",0.22178988326848248,"117",0.45525291828793774
666211,"Trammell, Taylor","16","0.88888888888888888889","12",74.115145625,"0.37500000000000000000",0.08333333333333333,0.0625,0.08333333333333333,0.0625,"7.0439531250000000","0",-0.42389784221868704,"4",0.25,"4",0.25
671739,"Harris II, Michael","442","0.90759753593429158111","344",74.1115173755656,"0.43438914027149321267",0.2877906976744186,0.2239819004524887,0.15988372093023256,0.1244343891402715,"8.0895670361990950","7",-10.22551974408795,"98",0.22171945701357465,"172",0.3891402714932127
694671,"Langford, Wyatt","349","0.90180878552971576227","269",74.109600487106,"0.46418338108882521490",0.2899628252788104,0.22349570200573066,0.16728624535315986,0.12893982808022922,"6.8595601146131805","3",-1.46009640954795,"80",0.22922636103151864,"143",0.40974212034383956
663698,"Bart, Joey","99","0.90000000000000000000","63",74.07635727272725,"0.41414141414141414141",0.38095238095238093,0.24242424242424243,0.2222222222222222,0.1414141414141414,"7.4720185858585859","4",2.041221409921166,"36",0.36363636363636365,"39",0.3939393939393939
621566,"Olson, Matt","614","0.91369047619047619048","449",73.99378638436474,"0.42019543973941368078",0.26057906458797325,0.19055374592833876,0.13808463251670378,0.10097719869706841,"7.4383763680781759","5",-17.672736713767968,"165",0.2687296416938111,"177",0.28827361563517917
592663,"Realmuto, J.T.","342","0.90237467018469656992","255",73.91756564327483,"0.40350877192982456140",0.27450980392156865,0.2046783625730994,0.17647058823529413,0.13157894736842105,"7.6494615204678363","3",-2.4949282753647957,"87",0.2543859649122807,"119",0.347953216374269
667670,"Rooker Jr., Brent","477","0.91030534351145038168","325",73.87787851153043,"0.38364779874213836478",0.2923076923076923,0.19916142557651992,0.16,0.1090146750524109,"7.1802391194968553","10",8.212821147561865,"152",0.31865828092243187,"145",0.3039832285115304
547180,"Harper, Bryce","517","0.90384615384615384615","387",73.86859688588011,"0.39071566731141199226",0.2997416020671835,0.22437137330754353,0.18087855297157623,0.13539651837524178,"7.3434876789168279","7",11.997129352495714,"130",0.2514506769825919,"183",0.3539651837524178
691016,"Soderstrom, Tyler","218","0.90456431535269709544","149",73.81052206422021,"0.39908256880733944954",0.3624161073825503,0.24770642201834864,0.2080536912751678,0.14220183486238533,"7.4757111926605505","8",-9.10220718744031,"69",0.3165137614678899,"75",0.3440366972477064
669127,"Langeliers, Shea","396","0.91454965357967667436","286",73.80579555555555,"0.38131313131313131313",0.35664335664335667,0.25757575757575757,0.20279720279720279,0.14646464646464646,"7.2343077525252525","2",-9.221207322282718,"110",0.2777777777777778,"153",0.38636363636363635
680118,"Blanco, Dairon","129","0.90845070422535211268","89",73.7767949612403,"0.39534883720930232558",0.2696629213483146,0.18604651162790697,0.14606741573033707,0.10077519379844961,"7.4273193023255814","4",-3.6039847215296064,"40",0.31007751937984496,"47",0.3643410852713178
642715,"Adames, Willy","605","0.90977443609022556391","441",73.7507835702479,"0.36859504132231404959",0.31746031746031744,0.23140495867768596,0.1360544217687075,0.09917355371900827,"8.1299367603305785","2",-4.1660639673376,"164",0.27107438016528923,"225",0.371900826446281
679529,"Torkelson, Spencer","339","0.90400000000000000000","254",73.74824002949856,"0.34218289085545722714",0.3031496062992126,0.22713864306784662,0.14566929133858267,0.10914454277286136,"7.4161343657817109","4",-18.312403995866035,"85",0.25073746312684364,"129",0.3805309734513274
682998,"Carroll, Corbin","458","0.91417165668662674651","366",73.73332192139742,"0.39301310043668122271",0.33879781420765026,0.27074235807860264,0.17759562841530055,0.14192139737991266,"7.0047209606986900","2",-19.99229626773219,"92",0.20087336244541484,"215",0.46943231441048033
680716,"Ornelas, Jonathan","5","0.83333333333333333333","3",73.71551,"0.00000000000000000000",0.3333333333333333,0.2,0.3333333333333333,0.2,"7.9091420000000000","0",0.66474012999854,"2",0.4,"2",0.4
694362,"Dunn, Blake","14","0.87500000000000000000","7",73.54741785714285,"0.21428571428571428571",0.5714285714285714,0.2857142857142857,0,0,"7.0788864285714286","0",-1.7254521456387317,"7",0.5,"6",0.42857142857142855
641343,"Bauers, Jake","313","0.90462427745664739884","233",73.54606038338659,"0.28753993610223642173",0.30042918454935624,0.22364217252396165,0.12446351931330472,0.0926517571884984,"7.4793137380191693","6",-2.977681825182196,"80",0.25559105431309903,"101",0.3226837060702875
682622,"Marte, Noelvi","39","0.90697674418604651163","28",73.53225923076923,"0.30769230769230769231",0.17857142857142858,0.1282051282051282,0.10714285714285714,0.07692307692307693,"7.2958243589743590","0",-1.5766911429005293,"11",0.28205128205128205,"14",0.358974358974359
671056,"Herrera, Iván","275","0.90163934426229508197","206",73.52625032727275,"0.37090909090909090909",0.32038834951456313,0.24,0.1650485436893204,0.12363636363636364,"7.6056595636363636","1",-0.7000596441241518,"69",0.2509090909090909,"114",0.41454545454545455
663630,"McKenna, Ryan","24","0.88888888888888888889","19",73.48837416666667,"0.29166666666666666667",0.3157894736842105,0.25,0.15789473684210525,0.125,"7.3774095833333333","0",-1.248202375375508,"5",0.20833333333333334,"7",0.2916666666666667
657656,"Laureano, Ramón","168","0.89839572192513368984","114",73.47531529761902,"0.35119047619047619048",0.3157894736842105,0.21428571428571427,0.17543859649122806,0.11904761904761904,"7.3423310119047619","6",-4.150369300280351,"54",0.32142857142857145,"51",0.30357142857142855
608336,"Gallo, Joey","235","0.90384615384615384615","134",73.47316880851068,"0.32340425531914893617",0.3208955223880597,0.1829787234042553,0.15671641791044777,0.08936170212765958,"7.3353357446808511","1",-8.656812511143443,"101",0.4297872340425532,"57",0.2425531914893617
592626,"Pederson, Joc","361","0.90250000000000000000","281",73.4548750969529,"0.37673130193905817175",0.26334519572953735,0.20498614958448755,0.15658362989323843,0.12188365650969529,"7.6246270083102493","8",-2.1021566735992803,"80",0.22160664819944598,"118",0.3268698060941828
642215,"Wilson, Weston","2","1.00000000000000000000","2",73.409195,"0.00000000000000000000",0,0,0,0,"7.6655250000000000",0,-0.1729437574449018,"0",0,"1",0.5
671221,"Waters, Drew","16","0.88888888888888888889","10",73.40560375000001,"0.37500000000000000000",0.2,0.125,0,0,"6.7558250000000000","0",-2.145590923295117,"6",0.375,"5",0.3125
606466,"Marte, Ketel","509","0.91055456171735241503","399",73.39414563850691,"0.37917485265225933202",0.40601503759398494,0.3182711198428291,0.20300751879699247,0.15913555992141454,"7.6206477210216110","3",-4.796906570819253,"110",0.21611001964636542,"214",0.4204322200392927
694388,"Loperfido, Joey","111","0.90243902439024390244","79",73.391541981982,"0.33333333333333333333",0.27848101265822783,0.1981981981981982,0.1518987341772152,0.10810810810810811,"7.5715743243243243","2",0.4261384268354741,"32",0.2882882882882883,"34",0.3063063063063063
553869,"Díaz, Elias","365","0.90570719602977667494","280",73.38935449315078,"0.38356164383561643836",0.275,0.21095890410958903,0.1357142857142857,0.10410958904109589,"6.9654854520547945","7",-0.6785920371995555,"85",0.2328767123287671,"139",0.38082191780821917
521692,"Perez, Salvador","578","0.90595611285266457680","435",73.37527110726641,"0.34429065743944636678",0.3425287356321839,0.2577854671280277,0.19080459770114944,0.14359861591695502,"7.9184815570934256","9",2.136171805843908,"143",0.24740484429065743,"215",0.3719723183391003
668832,"McCann, Kyle","139","0.90259740259740259740","81",73.37488906474816,"0.36690647482014388489",0.35802469135802467,0.20863309352517986,0.1728395061728395,0.10071942446043165,"7.7926601438848921","5",0.9207842002430223,"58",0.4172661870503597,"47",0.3381294964028777
683146,"Baty, Brett","263","0.90068493150684931507","197",73.36348448669203,"0.37262357414448669202",0.19289340101522842,0.1444866920152091,0.08629441624365482,0.06463878326996197,"7.6112933079847909","6",-14.47902295102697,"66",0.2509505703422053,"86",0.3269961977186312
596142,"Sánchez, Gary","228","0.90118577075098814229","162",73.3571284210526,"0.35964912280701754386",0.3395061728395062,0.2412280701754386,0.16049382716049382,0.11403508771929824,"7.4937422368421053","8",-3.7582384200521033,"66",0.2894736842105263,"88",0.38596491228070173
676369,"Velázquez, Nelson","350","0.90673575129533678756","235",73.33309222857142,"0.34571428571428571429",0.3191489361702128,0.21428571428571427,0.13617021276595745,0.09142857142857143,"7.4689020000000000","4",-16.078613505094673,"115",0.32857142857142857,"125",0.35714285714285715
